project_id,project_name,contract_duration,country,technology,counterparty,start_year,screening_date,offered_volume_year_1,offered_volume_year_2,offered_volume_year_3,offered_volume_year_4,offered_volume_year_5,offered_volume_year_6,offered_volume_year_7,offered_volume_year_8,offered_volume_year_9,offered_volume_year_10,risk_bucket_1_factor_1,risk_bucket_1_weight_1,risk_bucket_1_factor_2,risk_bucket_1_weight_2,risk_bucket_1_factor_3,risk_bucket_1_weight_3,risk_bucket_1_factor_4,risk_bucket_1_weight_4,risk_bucket_1_factor_5,risk_bucket_1_weight_5,risk_bucket_2_factor_1,risk_bucket_2_weight_1,risk_bucket_2_factor_2,risk_bucket_2_weight_2,risk_bucket_2_factor_3,risk_bucket_2_weight_3,risk_bucket_2_factor_4,risk_bucket_2_weight_4,risk_bucket_2_factor_5,risk_bucket_2_weight_5,risk_bucket_3_factor_1,risk_bucket_3_weight_1,risk_bucket_3_factor_2,risk_bucket_3_weight_2,risk_bucket_3_factor_3,risk_bucket_3_weight_3,risk_bucket_3_factor_4,risk_bucket_3_weight_4,risk_bucket_3_factor_5,risk_bucket_3_weight_5,risk_bucket_4_factor_1,risk_bucket_4_weight_1,risk_bucket_4_factor_2,risk_bucket_4_weight_2,risk_bucket_4_factor_3,risk_bucket_4_weight_3,risk_bucket_4_factor_4,risk_bucket_4_weight_4,risk_bucket_4_factor_5,risk_bucket_4_weight_5,risk_bucket_5_factor_1,risk_bucket_5_weight_1,risk_bucket_5_factor_2,risk_bucket_5_weight_2,risk_bucket_5_factor_3,risk_bucket_5_weight_3,risk_bucket_5_factor_4,risk_bucket_5_weight_4,risk_bucket_5_factor_5,risk_bucket_5_weight_5
17,Recycling North Renewable Solutions,6,Sweden,Air Pollution Reduction,Government Agency,2013,2024-06-04,677669.0,566225.0,691959.0,853855.0,625752.0,429322.0,,,,,7,0.21850491775745717,1,0.21015280827875044,3,0.20140072973460818,0,0.20783517421714315,4,0.16210637001204087,4,0.21850491775745717,6,0.21015280827875044,1,0.20140072973460818,5,0.20783517421714315,3,0.16210637001204087,0,0.21850491775745717,9,0.21015280827875044,6,0.20140072973460818,6,0.20783517421714315,1,0.16210637001204087,10,0.21850491775745717,0,0.21015280827875044,10,0.20140072973460818,2,0.20783517421714315,4,0.16210637001204087,9,0.21850491775745717,3,0.21015280827875044,6,0.20140072973460818,7,0.20783517421714315,1,0.16210637001204087
18,ClimateCare Ltd. Geothermal Site D,2,Indonesia,Energy Efficiency,Government Agency,2010,2024-06-04,352273.0,379429.0,,,,,,,,,0,0.21850491775745717,6,0.21015280827875044,3,0.20140072973460818,2,0.20783517421714315,7,0.16210637001204087,3,0.21850491775745717,10,0.21015280827875044,1,0.20140072973460818,2,0.20783517421714315,8,0.16210637001204087,9,0.21850491775745717,6,0.21015280827875044,5,0.20140072973460818,8,0.20783517421714315,7,0.16210637001204087,3,0.21850491775745717,6,0.21015280827875044,2,0.20140072973460818,4,0.20783517421714315,3,0.16210637001204087,1,0.21850491775745717,10,0.21015280827875044,0,0.20140072973460818,6,0.20783517421714315,9,0.16210637001204087
19,Pure Planet Reserve Biofuel,1,Mexico,Renewable Energy,NGO,2001,2024-06-04,382301.0,,,,,,,,,,10,0.21850491775745717,7,0.21015280827875044,2,0.20140072973460818,3,0.20783517421714315,3,0.16210637001204087,2,0.21850491775745717,9,0.21015280827875044,2,0.20140072973460818,8,0.20783517421714315,7,0.16210637001204087,2,0.21850491775745717,2,0.21015280827875044,4,0.20140072973460818,8,0.20783517421714315,10,0.16210637001204087,5,0.21850491775745717,3,0.21015280827875044,7,0.20140072973460818,8,0.20783517421714315,9,0.16210637001204087,9,0.21850491775745717,9,0.21015280827875044,7,0.20140072973460818,5,0.20783517421714315,5,0.16210637001204087
20,Reserve Solar Nature's Way,1,Poland,Waste-to-Energy,Government Agency,2009,2024-06-04,181838.0,,,,,,,,,,6,0.21850491775745717,10,0.21015280827875044,8,0.20140072973460818,3,0.20783517421714315,3,0.16210637001204087,4,0.21850491775745717,7,0.21015280827875044,1,0.20140072973460818,4,0.20783517421714315,3,0.16210637001204087,8,0.21850491775745717,6,0.21015280827875044,4,0.20140072973460818,6,0.20783517421714315,7,0.16210637001204087,2,0.21850491775745717,5,0.21015280827875044,9,0.20140072973460818,6,0.20783517421714315,6,0.16210637001204087,8,0.21850491775745717,7,0.21015280827875044,6,0.20140072973460818,4,0.20783517421714315,8,0.16210637001204087
21,East Renewable Solutions Green,6,Germany,Green Building Practices,Non-Profit Organization,2012,2024-06-04,368334.0,339212.0,576427.0,654981.0,596084.0,585607.0,,,,,6,0.21850491775745717,1,0.21015280827875044,2,0.20140072973460818,9,0.20783517421714315,2,0.16210637001204087,1,0.21850491775745717,5,0.21015280827875044,0,0.20140072973460818,7,0.20783517421714315,4,0.16210637001204087,0,0.21850491775745717,1,0.21015280827875044,10,0.20140072973460818,1,0.20783517421714315,3,0.16210637001204087,0,0.21850491775745717,5,0.21015280827875044,8,0.20140072973460818,9,0.20783517421714315,4,0.16210637001204087,10,0.21850491775745717,0,0.21015280827875044,0,0.20140072973460818,10,0.20783517421714315,2,0.16210637001204087
22,Geothermal EcoEnergy Corp. Site B,8,Turkey,Carbon Capture,Non-Profit Organization,2007,2024-06-04,722023.0,337763.0,576909.0,533151.0,198841.0,449866.0,943373.0,563396.0,,,6,0.21850491775745717,7,0.21015280827875044,8,0.20140072973460818,10,0.20783517421714315,0,0.16210637001204087,4,0.21850491775745717,8,0.21015280827875044,10,0.20140072973460818,6,0.20783517421714315,10,0.16210637001204087,8,0.21850491775745717,10,0.21015280827875044,7,0.20140072973460818,1,0.20783517421714315,1,0.16210637001204087,10,0.21850491775745717,3,0.21015280827875044,8,0.20140072973460818,8,0.20783517421714315,1,0.16210637001204087,2,0.21850491775745717,3,0.21015280827875044,1,0.20140072973460818,0,0.20783517421714315,1,0.16210637001204087
23,Solar Clean Power Co. Site A,2,Germany,Waste Management,Private Company,2006,2024-06-04,189594.0,778833.0,,,,,,,,,8,0.21850491775745717,2,0.21015280827875044,10,0.20140072973460818,5,0.20783517421714315,4,0.16210637001204087,5,0.21850491775745717,9,0.21015280827875044,5,0.20140072973460818,5,0.20783517421714315,5,0.16210637001204087,7,0.21850491775745717,1,0.21015280827875044,9,0.20140072973460818,2,0.20783517421714315,1,0.16210637001204087,0,0.21850491775745717,1,0.21015280827875044,6,0.20140072973460818,1,0.20783517421714315,4,0.16210637001204087,4,0.21850491775745717,9,0.21015280827875044,9,0.20140072973460818,6,0.20783517421714315,1,0.16210637001204087
24,Renewable Solutions Sustainable Site D,4,Mexico,Water Conservation,Non-Profit Organization,2005,2024-06-04,909728.0,626120.0,418926.0,935847.0,,,,,,,0,0.21850491775745717,8,0.21015280827875044,10,0.20140072973460818,1,0.20783517421714315,4,0.16210637001204087,7,0.21850491775745717,5,0.21015280827875044,9,0.20140072973460818,8,0.20783517421714315,3,0.16210637001204087,9,0.21850491775745717,9,0.21015280827875044,8,0.20140072973460818,5,0.20783517421714315,3,0.16210637001204087,9,0.21850491775745717,1,0.21015280827875044,7,0.20140072973460818,6,0.20783517421714315,2,0.16210637001204087,6,0.21850491775745717,4,0.21015280827875044,3,0.20140072973460818,8,0.20783517421714315,2,0.16210637001204087
25,South GreenTech Inc. Hydro,1,Sweden,Waste-to-Energy,Community Group,2014,2024-06-04,150207.0,,,,,,,,,,8,0.21850491775745717,7,0.21015280827875044,3,0.20140072973460818,7,0.20783517421714315,6,0.16210637001204087,0,0.21850491775745717,2,0.21015280827875044,5,0.20140072973460818,9,0.20783517421714315,3,0.16210637001204087,5,0.21850491775745717,6,0.21015280827875044,4,0.20140072973460818,0,0.20783517421714315,5,0.16210637001204087,8,0.21850491775745717,4,0.21015280827875044,2,0.20140072973460818,4,0.20783517421714315,10,0.16210637001204087,8,0.21850491775745717,6,0.21015280827875044,2,0.20140072973460818,0,0.20783517421714315,3,0.16210637001204087
26,Site D ClimateCare Ltd. Geothermal,3,Germany,Energy Efficiency,Community Group,2004,2024-06-04,326592.0,673203.0,740134.0,,,,,,,,7,0.21850491775745717,2,0.21015280827875044,3,0.20140072973460818,0,0.20783517421714315,5,0.16210637001204087,10,0.21850491775745717,3,0.21015280827875044,2,0.20140072973460818,6,0.20783517421714315,2,0.16210637001204087,4,0.21850491775745717,1,0.21015280827875044,4,0.20140072973460818,4,0.20783517421714315,5,0.16210637001204087,2,0.21850491775745717,0,0.21015280827875044,4,0.20140072973460818,4,0.20783517421714315,10,0.16210637001204087,6,0.21850491775745717,2,0.21015280827875044,7,0.20140072973460818,8,0.20783517421714315,5,0.16210637001204087
27,South Renewable Solutions Geothermal,5,Sweden,Air Pollution Reduction,Non-Profit Organization,2003,2024-06-04,163391.0,890979.0,932177.0,700958.0,852645.0,,,,,,4,0.21850491775745717,6,0.21015280827875044,4,0.20140072973460818,0,0.20783517421714315,1,0.16210637001204087,9,0.21850491775745717,6,0.21015280827875044,7,0.20140072973460818,7,0.20783517421714315,9,0.16210637001204087,10,0.21850491775745717,9,0.21015280827875044,1,0.20140072973460818,10,0.20783517421714315,2,0.16210637001204087,9,0.21850491775745717,6,0.21015280827875044,10,0.20140072973460818,9,0.20783517421714315,9,0.16210637001204087,2,0.21850491775745717,1,0.21015280827875044,0,0.20140072973460818,7,0.20783517421714315,8,0.16210637001204087
28,Recycling Nature's Way East,1,South Africa,Sustainable Agriculture,Government Agency,2011,2024-06-04,885904.0,,,,,,,,,,4,0.21850491775745717,2,0.21015280827875044,1,0.20140072973460818,4,0.20783517421714315,7,0.16210637001204087,7,0.21850491775745717,7,0.21015280827875044,9,0.20140072973460818,10,0.20783517421714315,10,0.16210637001204087,1,0.21850491775745717,10,0.21015280827875044,8,0.20140072973460818,6,0.20783517421714315,3,0.16210637001204087,9,0.21850491775745717,6,0.21015280827875044,1,0.20140072973460818,7,0.20783517421714315,2,0.16210637001204087,2,0.21850491775745717,4,0.21015280827875044,0,0.20140072973460818,0,0.20783517421714315,3,0.16210637001204087
29,EcoEnergy Corp. Wind North,4,Netherlands,Renewable Energy,Private Company,2013,2024-06-04,374617.0,518293.0,297309.0,107933.0,,,,,,,5,0.21850491775745717,9,0.21015280827875044,1,0.20140072973460818,1,0.20783517421714315,2,0.16210637001204087,1,0.21850491775745717,8,0.21015280827875044,1,0.20140072973460818,8,0.20783517421714315,1,0.16210637001204087,9,0.21850491775745717,2,0.21015280827875044,9,0.20140072973460818,9,0.20783517421714315,7,0.16210637001204087,2,0.21850491775745717,10,0.21015280827875044,9,0.20140072973460818,8,0.20783517421714315,3,0.16210637001204087,4,0.21850491775745717,5,0.21015280827875044,6,0.20140072973460818,1,0.20783517421714315,10,0.16210637001204087
30,Wind Pure Planet Site C,2,Brazil,Green Building Practices,Non-Profit Organization,2006,2024-06-04,811266.0,569946.0,,,,,,,,,2,0.21850491775745717,8,0.21015280827875044,1,0.20140072973460818,7,0.20783517421714315,0,0.16210637001204087,6,0.21850491775745717,7,0.21015280827875044,2,0.20140072973460818,10,0.20783517421714315,5,0.16210637001204087,6,0.21850491775745717,5,0.21015280827875044,4,0.20140072973460818,1,0.20783517421714315,5,0.16210637001204087,7,0.21850491775745717,4,0.21015280827875044,1,0.20140072973460818,6,0.20783517421714315,10,0.16210637001204087,9,0.21850491775745717,1,0.21015280827875044,10,0.20140072973460818,1,0.20783517421714315,1,0.16210637001204087
31,North Green EcoEnergy Corp.,2,France,Renewable Energy,Government Agency,2013,2024-06-04,747705.0,438289.0,,,,,,,,,4,0.21850491775745717,2,0.21015280827875044,4,0.20140072973460818,8,0.20783517421714315,9,0.16210637001204087,2,0.21850491775745717,4,0.21015280827875044,5,0.20140072973460818,0,0.20783517421714315,6,0.16210637001204087,9,0.21850491775745717,2,0.21015280827875044,10,0.20140072973460818,5,0.20783517421714315,3,0.16210637001204087,6,0.21850491775745717,1,0.21015280827875044,6,0.20140072973460818,3,0.20783517421714315,10,0.16210637001204087,6,0.21850491775745717,5,0.21015280827875044,7,0.20140072973460818,9,0.20783517421714315,9,0.16210637001204087
32,BioEnergy Systems Site C Sustainable,6,Sweden,Waste-to-Energy,NGO,2001,2024-06-04,527088.0,166434.0,629867.0,510880.0,357682.0,933849.0,,,,,2,0.21850491775745717,2,0.21015280827875044,2,0.20140072973460818,5,0.20783517421714315,4,0.16210637001204087,5,0.21850491775745717,9,0.21015280827875044,5,0.20140072973460818,10,0.20783517421714315,6,0.16210637001204087,2,0.21850491775745717,2,0.21015280827875044,3,0.20140072973460818,0,0.20783517421714315,2,0.16210637001204087,8,0.21850491775745717,4,0.21015280827875044,9,0.20140072973460818,0,0.20783517421714315,3,0.16210637001204087,7,0.21850491775745717,7,0.21015280827875044,4,0.20140072973460818,7,0.20783517421714315,6,0.16210637001204087
33,Hydro Clean Power Co. Site C,2,Mexico,Carbon Capture,Non-Profit Organization,2000,2024-06-04,516988.0,150961.0,,,,,,,,,4,0.21850491775745717,6,0.21015280827875044,8,0.20140072973460818,2,0.20783517421714315,0,0.16210637001204087,7,0.21850491775745717,7,0.21015280827875044,10,0.20140072973460818,0,0.20783517421714315,9,0.16210637001204087,2,0.21850491775745717,1,0.21015280827875044,1,0.20140072973460818,8,0.20783517421714315,2,0.16210637001204087,9,0.21850491775745717,2,0.21015280827875044,2,0.20140072973460818,10,0.20783517421714315,0,0.16210637001204087,0,0.21850491775745717,5,0.21015280827875044,5,0.20140072973460818,5,0.20783517421714315,5,0.16210637001204087
34,Park Geothermal Nature's Way,9,South Africa,Forestry Management,Government Agency,2010,2024-06-04,200260.0,559035.0,518755.0,269274.0,285023.0,117809.0,856547.0,812187.0,873482.0,,9,0.21850491775745717,8,0.21015280827875044,2,0.20140072973460818,9,0.20783517421714315,4,0.16210637001204087,10,0.21850491775745717,1,0.21015280827875044,3,0.20140072973460818,6,0.20783517421714315,4,0.16210637001204087,2,0.21850491775745717,2,0.21015280827875044,9,0.20140072973460818,7,0.20783517421714315,7,0.16210637001204087,8,0.21850491775745717,10,0.21015280827875044,2,0.20140072973460818,9,0.20783517421714315,5,0.16210637001204087,6,0.21850491775745717,4,0.21015280827875044,0,0.20140072973460818,9,0.20783517421714315,0,0.16210637001204087
